texto,fecha,usuario
rt @b_marluz: @drtenz mi esposo vacunado lleva 3 semanas y aún fiebre y sintonas  yo sin vacuna llevo 2 semanas. mi hijo mayor vacunado lleva 2 sem. con fiebre. mi hijo menor ( no vacunado) solo tuvo fiebre 5 días. no consigo explicación. los vacunados tienen ambas dosis. uno de rusa otro de china.,2021-10-16 03:40:58 UTC,judithsahinian
"rt @laclarapetite: ya me pusieron la segunda dosisss ahora si mi genteeee vacuna matata nadie me detiene 
*igual se queda encerrada en la casa*",2021-10-16 03:40:57 UTC,lucichaconn
@n4stygia ay bebé esperemos que te recuperes pronto antes de la vacuna,2021-10-16 03:40:53 UTC,steleedollar
"rt @angiibruditti: alguien puso mi número de teléfono por error en el formulario de la vacuna y me acaba de llegar el turno
así que si te llamas dante david, tenes turno para vacunarte, revisa santafevacuna",2021-10-16 03:40:50 UTC,MLauraSampo
bueno gente mañana voy a qué me pongan la primera dosis de la vacuna deseen me suerte uwu 💉 https://t.co/agqwf3s3ed,2021-10-16 03:40:49 UTC,OwoMani
"@kikielavefenix @jschmukler pedile a ese pediatra que te la recomienda x escrito y con sello  (y por lo tanto se haría responsable x haberte informado sobre los efectos/estudios de la vacuna para que des consentimiento). 
después avísame si te sigue recomendando vacunar.",2021-10-16 03:40:42 UTC,I0r3na
ver que existan denuncias y protestas a nivel mundial por los daños causados por la vacuna y que se quiera aplicar su uso como obligatorio para acceder a sitios públicos. mientras se aglomeran en marchas y marchitas; no tiene precio. para todo lo demás existe mastercard. https://t.co/gcfvmrohft,2021-10-16 03:40:42 UTC,MelejShiloh
"rt @profegarciav: @drtenz yo, sin vacuna lo pasé en casa y sin gravedad, pérdida del olfato y gusto, fiebre y malestar y listo.
la clave: atención inmediata y tratamiento sintomático.
mi amigo de 43 años, sin enfermedades de base, con sus dos dosis se enfermó, agravó y murió el lunes.😠
no creo en esa 💉",2021-10-16 03:40:39 UTC,judithsahinian
"si el ben se vacuna, voh tambien hacelo!!! https://t.co/tusuraquh2",2021-10-16 03:40:35 UTC,Yueng95Noe
"rt @nachedcuba: #meagradasyquiero darte este notición 😁

amlo informó que existe un acuerdo con el gobierno cubano para adquirir la vacuna  abdala y continuar la lucha contra la pandemia.
¡qué viva la solidaridad entre los pueblos! 🇨🇺🇲🇽

#dezurdateam https://t.co/leveaphfgi",2021-10-16 03:40:34 UTC,coy_ermis
@tomasalarcon99 queres que te ponga una vacuna en la cola así te sentis mejor,2021-10-16 03:40:32 UTC,villalbapr__
"rt @drclaudiosalud: ya está lista la vacuna contra el dengue: qué eficacia tiene y cuándo podría empezar a aplicarse en el país -

 https://t.co/ljxs9epfy2",2021-10-16 03:40:31 UTC,PaulaRico2010
rt @rubengluengas: la base de datos de la oms registra más de 2 millones de lesiones tras la vacuna del covid - diario16 https://t.co/txz3dienpb,2021-10-16 03:40:31 UTC,lpn17
"rt @zinclaudio: oxford (uk) comienza la fase i de la vacuna intranasal anticovid. esta vacuna claramente es segura, de ser efectiva como sus congéneres por vía im, bloqueará el ingreso del virus al cuerpo, neutralizandolo directamente en la nariz donde se aplica.",2021-10-16 03:40:31 UTC,Seljess
"rt @nachedcuba: #meagradasyquiero darte este notición 😁

amlo informó que existe un acuerdo con el gobierno cubano para adquirir la vacuna  abdala y continuar la lucha contra la pandemia.
¡qué viva la solidaridad entre los pueblos! 🇨🇺🇲🇽

#dezurdateam https://t.co/leveaphfgi",2021-10-16 03:40:21 UTC,claudmandel
hasta ahorita la vacuna no me hace ni cosquillas 😎,2021-10-16 03:40:21 UTC,keithcam9
chabón me duele el brazo por la vacuna,2021-10-16 03:40:19 UTC,iguklie
"rt @piacostar: el malabar mental y verbal que hacen algunos ""libertarios"" para cuestionar la prohibición de ingresar a un lugar sin vacuna. si todo lo ven ""atentado contra su libertad"", ahorita me salen con que el semáforo en rojo les restringe el libre tránsito 🙄.",2021-10-16 03:40:18 UTC,XavierFiestas
"rt @exitoso_soy: hasta que al fín salió un médico valiente a decir la verdad, que lo que se esta haciendo en rd es un experimento social con la vacuna, vaya, vaya ... pero que sorpresita se van a llevar los defensores de esta barbaridad! .. el gobierno jugando con la vida del pueblo!!! https://t.co/k0fauhdsnn",2021-10-16 03:40:18 UTC,MIGUELRM65
"rt @intocablerjm: es increíble que exista gente que cree que si te echas limón en las axilas se te quita lo nejo, y no creen en la vacuna para el covid…",2021-10-16 03:40:12 UTC,linduraurora
"@wippocarter yo estoy abstemio, che vacuna",2021-10-16 03:40:09 UTC,VictorQQ
rt @infonodal: #méxico 🇲🇽 lópez obrador anuncia acuerdo con #cuba 🇨🇺 para la compra de la vacuna #abdala 👇 https://t.co/9o7orzmps6,2021-10-16 03:40:04 UTC,AHFranco2
"rt @coronavirusnewv: 🌍 mundo

la organización mundial de la salud dijo que el proceso de aprobación  de uso de emergencia para la vacuna sputnik-v covid-19 de rusia estaba en espera de algunos datos faltantes y procedimientos legales, que el organismo de la onu espera que se ""resuelvan muy pronto"". https://t.co/9vsumynow1",2021-10-16 03:40:01 UTC,obseurbano
rt @drtenz: que diferencia tener covid con y sin vacuna... sin vacuna : 12 dias de fiebre. 28 dias de sintomas.  2 meses de reposo.. con vacuna : cansancio. perdida de olfato. listo.. casi ni me doy cuenta. a seguirnos cuidando ! #medicosviadm #kaiser,2021-10-16 03:40:00 UTC,lapachano20
rt @yousominasobuco: lo que le duele a los americanos es que la vacuna pfizer nunca tendrá un tema de buena fe.,2021-10-16 03:40:00 UTC,AntiCom00910343
"#sepaque tras el brote de fiebre amarilla que se detectó a finales de septiembre en monagas y anzoátegui, las autoridades sanitarias de república dominicana pedirán a los viajeros venezolanos tener la vacuna contra esta enfermedad. https://t.co/gtbng5dfka",2021-10-16 03:40:00 UTC,EfectoCocuyo
"la fiebre amarilla no tiene tratamiento específico. pero sí existe una vacuna contra la enfermedad. ""una sola dosis ofrece protección para toda la vida"", precisó el médico venezolano alejandro crespo 
https://t.co/fnags1wcba",2021-10-16 03:40:00 UTC,RunRunesWeb
"@cobadorni deja de romper, con la vacuna un poco de hielo y a casa!!",2021-10-16 03:39:55 UTC,Gonferzoco
"rt @mariolysosap: la última vez que intentaron presionarme a ponerme la vacuna covid tuve una discusión con dos médicos a los que aprecio mucho.
no pudieron rebatir mis argumentos y apelaron al chantaje emocional; al final entendieron que lo mío no es negacionismo, que se trata de convicción.",2021-10-16 03:39:55 UTC,lore_aea
"rt @ernestorr: la fda se reunió el 10 de junio para discutir la vacuna pediátrica en una sesión de 7 horas de discusión. ahí planteó la hoja de ruta para las empresas: no va a pedir datos de eficacia, fase 3, sino un estudio puente. dijo su director, textualmente: https://t.co/nrhmasvgmh",2021-10-16 03:39:54 UTC,gachiedi60
"rt @l70oz: la vacuna que pagaba o paga monomeros al g4, es decir, voluntad popular, primero justicia, un nuevo tiempo, y acción democrática, es de $ 5 millones mensuales... carmen elisa hernandez @cehr6559 tendrá algo que decir al respecto...",2021-10-16 03:39:53 UTC,6tarepublicav
rt @yousominasobuco: lo que le duele a los americanos es que la vacuna pfizer nunca tendrá un tema de buena fe.,2021-10-16 03:39:53 UTC,LuvsErick
"rt @antimascarilla: weverton silva: niño de 13,hace unos días murió de forma repentina de un paro cardíaco 6 semanas después de recibir la ""vacuna"" de pfizer (dep): https://t.co/mdvvy4smny",2021-10-16 03:39:51 UTC,JJRa2020
"@pastormnunez @johvannygo porque inventar cuando podemos educar al final no es la vacuna la que ha dado al traste con la baja de la mortalidad sino los protocolos ha lo que se han llegado tras casi 2 años de experiencia, más un pueblo más conciente 
los vacunados enferman igual y usted lo sabe",2021-10-16 03:39:50 UTC,DrLucasmvz
"rt @jmiguelromero3: #vacunarsedependedeti 
esto depende de todos 
es por nuestra protección
 si a la vacuna
@carnetdlapatria 
@hurtadonorlix 
@obracho1 
@mayeli_mata 
@jmiguelromero3 
@mercedeslouzaod 
@gladysrequena 
@gloriamaria057 
@renedominguez3",2021-10-16 03:39:48 UTC,Yesenia29715237
mi mood después de haber recibido la vacuna https://t.co/yftlcj3ila,2021-10-16 03:39:46 UTC,MewGulfIsLife06
"rt @p_morenista: sin dudarlo, #gatellnoestassolo, tu trabajo ha sido admirable  y eres otro de los héroes que junto con amlo y ebrard hizo posible que todo🇲🇽 tuviera acceso a la vacuna contracovid!!

eres nuestro doctor favorito❤️
y de acuerdo al canciller, siguen llegando más💉
¡así es la 4t!👇 https://t.co/xinuqfdtzv",2021-10-16 03:39:45 UTC,p_morenista
"rt @p_morenista: sin dudarlo, #gatellnoestassolo, tu trabajo ha sido admirable  y eres otro de los héroes que junto con amlo y ebrard hizo posible que todo🇲🇽 tuviera acceso a la vacuna contracovid!!

eres nuestro doctor favorito❤️
y de acuerdo al canciller, siguen llegando más💉
¡así es la 4t!👇 https://t.co/xinuqfdtzv",2021-10-16 03:39:43 UTC,FRIEDLA82499789
"@robcorrzavv culpa tuya, no me sorprendería que no hablaras de la vacuna 🤨",2021-10-16 03:39:43 UTC,gal_besos
"rt @rescate_sos: #abandonado 💔
bebe de dos meses, lo metieron en una bolsa y lo dejaron en una esquina. necesitamos ayuda para llevarlo a la veterinaria porque tiene una herida cerca al ojo y está inflado, debe pasar chequeo, desparasitacion, vacuna, alimento, cama, protectores.
#dona
#apadrina https://t.co/x8ex7qlenx",2021-10-16 03:39:40 UTC,sannizurda
"rt @doctormacias: covid: como pasó con la vacuna de pfizer, el comité asesor para vacunación en los estados unidos recomienda ahora una dosis de refuerzo de la vacuna moderna seis meses o más después del esquema convencional, para pacientes de alto riesgo de complicarse. https://t.co/5br4kxhrmm",2021-10-16 03:39:39 UTC,lucylove1808
rt @edomex: #estrategiadevacunación | hasta las 17:00 horas estaremos aplicando la segunda dosis de la vacuna a los adultos de 30 a 39 años en #jilotzingo. https://t.co/lwtcv0ycfk,2021-10-16 03:39:39 UTC,maricelateamo19
@minsa_peru @unmsm_ y cuando ponen la vacuna pfizer ? la gente lo pide a gritos !,2021-10-16 03:39:37 UTC,JohnBuste
"rt @mariolysosap: la última vez que intentaron presionarme a ponerme la vacuna covid tuve una discusión con dos médicos a los que aprecio mucho.
no pudieron rebatir mis argumentos y apelaron al chantaje emocional; al final entendieron que lo mío no es negacionismo, que se trata de convicción.",2021-10-16 03:39:37 UTC,asesoryempresa
"rt @saludedomex: #estrategiadevacunación | del 15 al 18 de octubre estaremos aplicando la primera dosis de la vacuna a personas de 18 a 29 años y mujeres embarazadas en #tenangodelvalle, #tianguistenco y #calimaya. https://t.co/d5yxbtviqw",2021-10-16 03:39:36 UTC,maricelateamo19
"lo único que necesito es ir a la cancha,la re concha de la madre quiero el turno de la vacuna",2021-10-16 03:39:35 UTC,ferreraldi1
@drtenz en este momento tengo una amiga con su esposo super delicado por la vacuna!! por favor no se vendan a la oscuridad! nada dura para siempre!!! honrese cómo médico!,2021-10-16 03:39:32 UTC,judithsahinian
@ifetuslouis91 la vacuna,2021-10-16 03:39:31 UTC,robcorrzavv
"rt @edomex: hoy y mañana 16 de octubre estaremos aplicando la primera dosis de la vacuna a personas de 18 a 29 años y mujeres embarazadas, en #rayón, #joquicingo y #mexicaltzingo.
#estrategiadevacunación https://t.co/sm7yoahbxw",2021-10-16 03:39:30 UTC,maricelateamo19
"rt @albernap: italia 🇮🇹

hoy es la fecha límite para ponerse la vacuna en italia o no puedes trabajar y llevar el pan a tu casa. en respuesta, los italianos cortaron la cadena de suministro en muchos lugares.
 https://t.co/qp4odxvsne",2021-10-16 03:39:29 UTC,xtreme002
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 03:39:27 UTC,J2RUIZA
"rt @chejoel: repeat after me: la vacuna cansino funciona. si dejan o no entrar a un país por tener una y no otra no es una cuestión sanitaria, sino geopolítica y comercial.",2021-10-16 03:39:27 UTC,Catyovalle61
rt @alberto96938148: buena información sobre los efectos adversos de la vacuna @realrodrigopolo https://t.co/cqgdaxycrz,2021-10-16 03:39:24 UTC,Josmars117
"@saludgobpue a mí primo no le tocó vacuna sputnik en puebla, habrá una segunda jornada o puede ir a alguno de estos centros?",2021-10-16 03:39:22 UTC,genericuser96
"rt @saludedomex: este 15 y 16 de octubre estaremos aplicando la segunda dosis de la vacuna a adultos de 30 a 39 años en #chapademota, #timilpan, #jiquipilco, #jocotitlán y #morelos.
#estrategiadevacunación https://t.co/i2lzvo7eck",2021-10-16 03:39:21 UTC,FanyOcampogarci
rt @efectococuyo: 💉 la vacuna no es excusa para que dejes de usar la mascarilla. las personas pueden contagiarse de #covid19 incluso estando inmunizadas. recuerda que es tarea de todos #prevenircovid19 https://t.co/epkeqke6bv,2021-10-16 03:39:20 UTC,mairacardenas19
"rt @edomex: durante hoy y mañana estaremos aplicando la segunda dosis de la vacuna a los adultos de 30 a 39 años y mujeres embarazadas en #chapademota, #timilpan, #jiquipilco, #jocotitlán y #morelos.
#estrategiadevacunación https://t.co/7hryavr5ow",2021-10-16 03:39:15 UTC,maricelateamo19
@cooperativa aprovechándose de los influencers para promover una vacuna genocida y que de salud pública no tiene nada.,2021-10-16 03:39:15 UTC,RogerGo12834015
rt @yousominasobuco: lo que le duele a los americanos es que la vacuna pfizer nunca tendrá un tema de buena fe.,2021-10-16 03:39:15 UTC,cerditin96
hasta cuándo me va a doler el brazo? vacuna del orto,2021-10-16 03:39:12 UTC,AugustoM4
"rt @contadoraltoque: vacunar a mis hijos?
te cuento:
1) mi suegra murió gracias a una vacuna que le vendieron como ""segura"" pero que meses después sacaron de circulación (sputnik)
2) inyectan a los niños con la china, (un estado totalitario comunista y rey de fabricaciones truchas de dudosa calidad.",2021-10-16 03:39:12 UTC,lucaseniquel
rt @sapoperro42: deberia haber una vacuna para quitarme la guevonada,2021-10-16 03:39:10 UTC,gabismartinez21
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 03:39:10 UTC,ARMANDOMORALES
"#notaweb
el @saluddeportesbo reportó este viernes 15 de octubre que son 3.504.191 las personas en todo el país que recibieron la primera dosis de la vacuna contra la covid-19, y 2.692.323 que recibieron la segunda dosis de la vacuna.
lee la nota aquí ⬇️
https://t.co/gorhynb3ue",2021-10-16 03:39:07 UTC,Canal_BoliviaTV
"que vacuna de miércoles, no me vacuno más",2021-10-16 03:39:06 UTC,RenzoB23
"rt @manhattan_2: perú también. sigue y sigue. india. algunos de ustedes son de la india. india ha aplastado su curva. ¡no aplastan su curva con la vacuna! aplasta tu curva con un tratamiento temprano. esta funcionando.""",2021-10-16 03:39:05 UTC,jack132221
"rt @mariolysosap: la última vez que intentaron presionarme a ponerme la vacuna covid tuve una discusión con dos médicos a los que aprecio mucho.
no pudieron rebatir mis argumentos y apelaron al chantaje emocional; al final entendieron que lo mío no es negacionismo, que se trata de convicción.",2021-10-16 03:39:02 UTC,gilberluzz
"rt @rescate_sos: #abandonado 💔
bebe de dos meses, lo metieron en una bolsa y lo dejaron en una esquina. necesitamos ayuda para llevarlo a la veterinaria porque tiene una herida cerca al ojo y está inflado, debe pasar chequeo, desparasitacion, vacuna, alimento, cama, protectores.
#dona
#apadrina https://t.co/x8ex7qlenx",2021-10-16 03:38:55 UTC,jamimbo
"rt @calixl_: #nicaragua recibe nuevo lote de vacuna astrazeneca, por lo que seguiremos protegiendonos del covid-19... #octubrevictorioso  #te21 @lugenchi56 @queenmo1204 @emontoyab2 @nalbertogar91 https://t.co/0tu386arfv",2021-10-16 03:38:54 UTC,ROBERTO72234766
rt @rubengluengas: la base de datos de la oms registra más de 2 millones de lesiones tras la vacuna del covid - diario16 https://t.co/txz3dienpb,2021-10-16 03:38:51 UTC,Benitoasis
"rt @minsa_peru: 🔴 atención cremas | este sábado 16 y domingo 17 acude por tu vacuna contra la #covid19 al estadio lolo fernández de breña.

asiste con tu camiseta, tu dni y/o carné de vacunación. ¡vive la fiesta deportiva de la vacunación! 💪🏼⚽ https://t.co/wpvhg0ag4y",2021-10-16 03:38:46 UTC,djoelsalcedov
"rt @saludedomex: del 15 al 17 de octubre estaremos aplicando la primera dosis de la vacuna a jóvenes de 18 a 29 años y mujeres embarazadas en #capulhuac, #xalatlaco y #sanantoniolaisla 
#estrategiadevacunación https://t.co/7zkfvyzgmy",2021-10-16 03:38:44 UTC,FanyOcampogarci
rt @elpitazotv: república dominicana exige vacuna contra fiebre amarilla a quien viaje desde venezuela https://t.co/ufs1oezncv https://t.co/lj0uriyfnu,2021-10-16 03:38:42 UTC,AnyelinaLP
"rt @jonas19524: @raquelarbaje lo que dice es admitir que la vacuna no protege. covid como quiera. también, muchos vacunados han muerto. 
lo que protege son las medidas de seguridad sanitaria:
distanciamiento, mascarillas y aseo personal en forma correcta",2021-10-16 03:38:41 UTC,PalyAluyaTM
"rt @rescate_sos: #abandonado 💔
bebe de dos meses, lo metieron en una bolsa y lo dejaron en una esquina. necesitamos ayuda para llevarlo a la veterinaria porque tiene una herida cerca al ojo y está inflado, debe pasar chequeo, desparasitacion, vacuna, alimento, cama, protectores.
#dona
#apadrina https://t.co/x8ex7qlenx",2021-10-16 03:38:39 UTC,calaverita1708
"rt @saludedomex: #estrategiadevacunación | del 15 al 18 de octubre estaremos aplicando la primera dosis de la vacuna a personas de 18 a 29 años y mujeres embarazadas en #tenangodelvalle, #tianguistenco y #calimaya. https://t.co/d5yxbtviqw",2021-10-16 03:38:39 UTC,FanyOcampogarci
@monadijo @josmiguelsmith5 @nuriapiera #sialavacunard si no te quiere vacuna quedate en casa,2021-10-16 03:38:36 UTC,elias230507
"rt @albernap: italia 🇮🇹

hoy es la fecha límite para ponerse la vacuna en italia o no puedes trabajar y llevar el pan a tu casa. en respuesta, los italianos cortaron la cadena de suministro en muchos lugares.
 https://t.co/qp4odxvsne",2021-10-16 03:38:35 UTC,patinesmota
"rt @mariolysosap: la última vez que intentaron presionarme a ponerme la vacuna covid tuve una discusión con dos médicos a los que aprecio mucho.
no pudieron rebatir mis argumentos y apelaron al chantaje emocional; al final entendieron que lo mío no es negacionismo, que se trata de convicción.",2021-10-16 03:38:34 UTC,RealRodrigoPolo
"hay casi 850mil dosis de sputnik 1 en el stock, al ser una vacuna de dosis distintas no parece quedar mucha gente para ""dársela"". en todo caso hay stock de az para los ""nuevos"" vacunados. es una buena oportunidad para donar varias de esas sputnik ""light"". https://t.co/lpbauni3vp",2021-10-16 03:38:32 UTC,BenyiTratativa
"rt @saludedomex: del 15 al 17 de octubre estaremos aplicando la primera dosis de la vacuna a jóvenes de 18 a 29 años y mujeres embarazadas en #capulhuac, #xalatlaco y #sanantoniolaisla 
#estrategiadevacunación https://t.co/7zkfvyzgmy",2021-10-16 03:38:26 UTC,Ana_Cruz_Gar
rt @secprensasv: #plandevacunacióncovid19 | el gobierno del presidente @nayibbukele ha redoblado esfuerzos para que más salvadoreños tengan acceso a la dosis de la vacuna anti-covid-19. es por ello que lleva a cabo las jornadas de vacunación móvil y en las cuales no se requiere cita previa. https://t.co/uv8gpgitqu,2021-10-16 03:38:25 UTC,CarlCameraSv
"rt @eldestapeweb: argentina superó las 81,6 millones de vacunas recibidas contra el covid-19
 https://t.co/ubasqbonbg",2021-10-16 03:38:21 UTC,gachiedi60
@cooperativa paris que diga que todos los hospitalizados son por la vacuna,2021-10-16 03:38:15 UTC,Erickedupes
"rt @durcristian: al día de la fecha (2021-10-15) no existe vacuna c19 aprobada por algún organismo internacional para menores de 12 años! los niños no son vectores del c19! de los casos pos de c19 en niños el 99,995% sobrevivió! (fuente https://t.co/exybluafim.  https://t.co/lvbz2hh3mv)",2021-10-16 03:38:14 UTC,iliarist
"@36_morado @cambronero el paisespaña hizo una encuesta a nivel europeo y el rechazo por creencia religiosa ocupaba el último lugar. pero el rechazo por el temor a los efectos secundarios de la vacuna, que no han sido correctamente divulgados, ocupaba el primer lugar. creo que es asunto de incentivar.",2021-10-16 03:38:11 UTC,rbruce63
entonces no es vacuna https://t.co/bee86j7fr5,2021-10-16 03:38:10 UTC,unmundocuantico
"notificación de medida cautelar que suspende la resolución 000048 del ministerio de salud pública, sobre obligatoriedad de la vacuna, hasta que el tsa la conozca.

informen sobre esto @diariolibre @listindiario @nuriapiera @eldia_do @periodicohoy @viniciosenador @mariolysosap https://t.co/6yecmlxhh1",2021-10-16 03:38:06 UTC,zirrachidomo
"rt @chayito09: los anticuerpos van y vienen, pero las células de memoria son para siempre (al menos 6 meses). lo último en un estudio:

¿cuánto tiempo dura la memoria inmunológica después de una vacuna arnm? ¿es efectiva frente a variantes?¿qué sucede con un refuerzo?
1/
https://t.co/nezkt10zmk https://t.co/gdbmuvvfnq",2021-10-16 03:38:05 UTC,arahi3
"rt @chejoel: repeat after me: la vacuna cansino funciona. si dejan o no entrar a un país por tener una y no otra no es una cuestión sanitaria, sino geopolítica y comercial.",2021-10-16 03:38:00 UTC,von_der_Quelle
"rt @laderechadiario: 🇧🇷 | bolsonaro explica por qué no se dará la vacuna: ""ya tuve la enfermedad, tengo anticuerpos, ¿para qué voy a vacunarme?"". https://t.co/80uhb1454r",2021-10-16 03:38:00 UTC,hannahRiver777
"rt @oluchoni: @mur3 @buenrollo13 y por esa comprobación es que ningun laboratorio del planeta se hace responsable por los efectos secundarios de la vacuna, nin gu no, pero no! la gente le dicen pongasela y alla el borrego a ponesela.",2021-10-16 03:38:00 UTC,sagilet
"rt @incomico: si la vacunación ha sido exitosa, si la tarjeta no garantiza sanidad, si tu vacuna no sirve porque los no vacunados son un peligro para los vacunados, si restringes los derechos elementales de la constitución, no se trata de salud, se trata de negocio y tiranía... @luisabinader",2021-10-16 03:38:00 UTC,DayraEvangelis1
rt @jlgorriz: novedosos datos sobre vacunación frente al sars-cov2: datos alentadores y esperanza en pacientes con enfermedad renal. impacto psicologico beneficioso de la vacuna. ya puedes ver estos datos en primicia➡️ webinar de @svnefro. @senefrologia @fnalcer📽️➡️ https://t.co/y70e5regyi,2021-10-16 03:37:54 UTC,FranLoachamin
"@claudia47729922 @elnorte aplicarán moderna a mayores de 18 de cualquier municipio que no tengan vacuna o les falte la segunda, de domingo a martes en la macro",2021-10-16 03:37:49 UTC,_sandyrc
"ricky... solo ves lo que te conviene... en los hospitales de clinica y vilardebó los brotes fueron entre vacunados... ah... y el colonia un 70% tiene la vacuna... digo... si vos estas vacunado cual sería tu preocupacion?... es la vacuna la que te tiene que cuidar, no yo... https://t.co/mhulqviiko",2021-10-16 03:37:48 UTC,gDaniel_10
"rt @antimascarilla: weverton silva: niño de 13,hace unos días murió de forma repentina de un paro cardíaco 6 semanas después de recibir la ""vacuna"" de pfizer (dep): https://t.co/mdvvy4smny",2021-10-16 03:37:48 UTC,ana_jb_lopez
@van_mayonesa2 jajajajaja dile que la vacuna,2021-10-16 03:37:47 UTC,robcorrzavv
"la gente que dice que la vacuna del covid es el chip del diablo, deberían ponerse el implanon, los efectos secundarios de eso sí son del diablo 🤪",2021-10-16 03:37:45 UTC,Alonmena07
"rt @maggiewill: las vacunas funcionan si todo el mundo se vacuna. la vacunación obligatoria es la vía para  controlar la pandemia, salvar vidas y retomar la actividad económica. que no nos gane el populismo.",2021-10-16 03:37:44 UTC,avri_navarro
"rt @piacostar: el malabar mental y verbal que hacen algunos ""libertarios"" para cuestionar la prohibición de ingresar a un lugar sin vacuna. si todo lo ven ""atentado contra su libertad"", ahorita me salen con que el semáforo en rojo les restringe el libre tránsito 🙄.",2021-10-16 03:37:42 UTC,vedazs16
@ptv_noticias es.que bolsonaro lo que contiene esa vacuna,2021-10-16 03:37:42 UTC,alesandritaz
"rt @bacigalupe: sacarse la mascarilla ahora porque supuestamente la cuestión va mejor se basa supuestos erróneos, las medidas en septiembre comenzaron un giro en el nivel de contagios que no es bueno. estamos vacunando tercera dosis porque hay baja en la inmunidad y mucha gente aún no se vacuna.",2021-10-16 03:37:40 UTC,ploboso
república dominicana exige vacuna contra fiebre amarilla a quien viaje desde venezuela https://t.co/ufs1oezncv https://t.co/lj0uriyfnu,2021-10-16 03:37:38 UTC,ElPitazoTV
"rt @aaronsalomong: si la vacuna anticovid no previene contagio, no tiene sentido exigirla para acceder a determinados espacios.",2021-10-16 03:37:35 UTC,_magicom
lo mejor de ayer fue mi novio consintiéndome porque me estaba muriendo por la vacuna😭❤,2021-10-16 03:37:35 UTC,auryrsd
la vacuna? https://t.co/qjxnpwkjtt,2021-10-16 03:37:32 UTC,josee_MSJ
"rt @almalcntar: hoy 🇲🇽❤️mi méxico lindo recibió 585 mil vacunas sputnik v; es el décimo embarque que llega desde moscú. hoy nuestro gobierno ya se encuentra en tratos con el laboratorio de gamaleya para ayudar a envasar esta vacuna en nuestro país!! grx @sre_mx de amlo
https://t.co/el42pjwocy https://t.co/2bfwnx5yfd",2021-10-16 03:37:31 UTC,garciabr1973
"rt @eldestapeweb: argentina superó las 81,6 millones de vacunas recibidas contra el covid-19
 https://t.co/ubasqbonbg",2021-10-16 03:37:31 UTC,satavicius
"rt @jesusrcuevas: se firmó el acuerdo entre @birmex y el fondo ruso de inversión directa para envasar en méxico la vacuna sputnik v, con lo que se amplían los recursos de protección contra #covid19 para la población. 
al mismo tiempo, esta resolución fortalece la relación entre ambas naciones.",2021-10-16 03:37:30 UTC,GMonalvo
@ubaldatm @nuriapiera la vacuna la jodió ni escribir sabe jajaja,2021-10-16 03:37:29 UTC,albertocheva01
"rt @timodelpino: si la vacuna matara al instante, no tendría gracia.",2021-10-16 03:37:29 UTC,MichaelJohnDDD
"rt @saludedomex: este 15 y 16 de octubre estaremos aplicando la segunda dosis de la vacuna a adultos de 30 a 39 años en #chapademota, #timilpan, #jiquipilco, #jocotitlán y #morelos.
#estrategiadevacunación https://t.co/i2lzvo7eck",2021-10-16 03:37:27 UTC,EmiliaG45174201
@venequita52 @marijojoto_ @luisge007 a sólo una semana de estar vacunado no puede haber desarrollado la inmunidad que se supone corresponde a esa vacuna. tienen que tener mínimo tres semanas.,2021-10-16 03:37:25 UTC,ilivasquez29
"la segunda dosis de la vacuna moderna, me quiere llevar a un concierto de la poderosisíma jenni rivera🤒",2021-10-16 03:37:25 UTC,leslieacevs
"rt @piacostar: el malabar mental y verbal que hacen algunos ""libertarios"" para cuestionar la prohibición de ingresar a un lugar sin vacuna. si todo lo ven ""atentado contra su libertad"", ahorita me salen con que el semáforo en rojo les restringe el libre tránsito 🙄.",2021-10-16 03:37:21 UTC,jhess_ra1
"rt @larepublica_pe: 🚨#urgente | perú está a 1 % de inmunizar con dos dosis a la mitad de su población objetivo

hasta el momento, 13 697 249 ciudadanos han recibido ambas inoculaciones de la vacuna contra el coronavirus.
https://t.co/2uwf4mbyc1",2021-10-16 03:37:18 UTC,Brevania
@mundo1015 la vacuna jajsja,2021-10-16 03:37:16 UTC,robcorrzavv
"rt @rescate_sos: #abandonado 💔
bebe de dos meses, lo metieron en una bolsa y lo dejaron en una esquina. necesitamos ayuda para llevarlo a la veterinaria porque tiene una herida cerca al ojo y está inflado, debe pasar chequeo, desparasitacion, vacuna, alimento, cama, protectores.
#dona
#apadrina https://t.co/x8ex7qlenx",2021-10-16 03:37:15 UTC,marxiju
"rt @avestruzeterea: la 4t pudo hacerse mensa con vacuna a adolescentes.

mandarla al final.

darle largas.

en suma, ser miserables pero al menos intentar ocultarlo.

pero no. prefieren el descaro.

impugnarán la orden judicial.

que no quede duda a sus facilitadores: se van a hundir junto a la 4t.",2021-10-16 03:37:15 UTC,LetyArigma
