texto,fecha,usuario
creo que descargué un virus laputamadreeee,2021-10-16 20:20:37 UTC,balentonto
@mjarmas08 @pachas14 @lilianasnchez9 @poctavio65 @pdre_rafa @agustngonzlezo1 @jalisco52 @gutierrezmary17 @irmaalvarez3210 @ggabins @vickybullmann @mireyasosa76 @nenitamorillo1 @drasandycampos @pgnora @july_g0mez @lesslie90 @mcasacandell @marita60942650 @soybenito7 @oscardozou @mickycastanedac @emisoramariana @martitadelgad @mstraussmann @tamaramiquilar3 oh mi dios este virus es muy hábil parece tener vida ayúdanos te lo ruego eliminarlo del mundo piedad  por francisco y su padre,2021-10-16 20:19:57 UTC,XimPete
@elianacere @maquialifraco de que ciudad salió el virus?,2021-10-16 20:11:05 UTC,El_russel_86
"@drenriqueparis @ministeriosalud sin duda! lo importante es que empecemos con las dosis de refuerzo a los adultos mayores y personas de más edad que pueden estar propensos.
lo positivo es que teniendo el esquema completo, se es muy difícil contraer el virus y caer a uci.
solo se toma como un resfriado común.👍🏻",2021-10-16 20:04:18 UTC,Vicentte_RL
mi ex rafael rey rey loco csm  de mesenger facebook sonaba como loco como tú no vi ninguno xq seguro era virus no puedo ver mi facebook se corre correte tú huevón deja de joder devuelve choro mi arroba jack forbes google https://t.co/sx166xp6mu,2021-10-16 19:51:30 UTC,MAGDALENADELAFU
"@veronicarf1212 bueno muy bien , entonces hablemos de fútbol , antes que nada té claro que miro fútbol en vivo desde hace 56 años , que tuve la suerte de ir a 4 mundiales , 3 con tabarez , que vi 5 copas  america en vivo, de la era actual no vi 2016 y 2021 por virus , sigo el hilo",2021-10-16 19:49:16 UTC,victor_ticozzi
"capítulo 10 - “miss virus &amp; mister covid”, nuestra súper invitada de este #miércoles20 es sara oportus, doctoranda en filosofía - universidad de buenos aires, con el tema:
 “la pandemia vista desde la filosofía”

cuándo? miércoles 20 - 20hrs
dónde? por facebook y youtube live https://t.co/pppwido19j",2021-10-16 19:42:29 UTC,citoyens_FM
"la politi ca hipocrita combate la inseguridad y libera 10.000 presos, habla de mortandad del virus pero prohíbe autopsias.""vacunate"" y reconoce que es un experimento voluntario. asusta con variantes de algo no aislado.habla de educación y desertaron del sistema  2000000 de chicos",2021-10-16 19:39:44 UTC,JulioRazona
"@fgcabezadevaca amlo-co le tiene miedo gobernador, tamaulipas debe estar libre del virus corrupto de la 4t.",2021-10-16 19:32:29 UTC,EstambulT
"@odontolonga que bueno!
me encanta!🥺💓
pq el virus nos sique pisando los talones, pareja y yo estamos con covid ahora 😅",2021-10-16 19:32:25 UTC,YennitaNoria
@luizcbmartins @fabio_seixas virus mortal!!! que mata menos de 1% de infectado!!!,2021-10-16 19:31:56 UTC,fabioknauft
"#minsaenregiones | en puno, la red de salud de lampa inició la aplicación de la dosis de refuerzo de la vacuna contra la #covid19 al personal de salud. 

juntos podremos vencer a este virus. 💪🏼 https://t.co/gjtdq8iyph",2021-10-16 19:30:00 UTC,Minsa_Peru
"@mqgrizel @nicnickinic hay quienes queremos tener certeza mediante estudios en poblaciones a lo largo del tiempo (1 o 2 años) para comprobar que no existen efectos adversos prejuiciosos. no creo que sea irresponsabilidad, sobre todo si hay quienes tuvimos una eficiente respuesta inmune ante el virus https://t.co/iqrpgfvww2",2021-10-16 19:24:48 UTC,Patriarca_gold
necesitamos que la justicia haga su trabajo y que las fuerzas armadas realicen operaciones de comandos en contra de los terroristas locales que tenemos en los gobiernos que siguen imponiendo medidas que atentan a los derechos fundamentales bajo el pretexto de un virus fantasma.,2021-10-16 19:20:20 UTC,jorgeadedo
@miseliti porque el virus muere a 60 grados corazon!,2021-10-16 19:13:41 UTC,JorgeLeonGav
@jereal985 @dorotea_29 @palmirot @marthaa1527 disculpa pero si no has leído más estadísticas de los ineptos de la oms el porcentaje de muertes de este virus no llega ni al 3% entonces como me dicen q esa vacuna es para no complicarse la gente si el 95% cursará la enfermedad sin problema. 🤔,2021-10-16 19:12:06 UTC,ewhite2012
@deadmantetris de ese país de mierda: solo virus,2021-10-16 19:07:17 UTC,dobleaeseuve
mi ex rafael rey rey loco csm habia activado todas las notificaciones de todas mis redes y + ya desactivé todas no hay ningún ruido viejo de mierda enfermo cómprate 1 vida y no me jodas antes me ponias virus e inutilizabas mis celulares borrabas mis contactos   jack forbes google https://t.co/xbcyk8b56y,2021-10-16 19:02:47 UTC,MAGDALENADELAFU
"visita el sistema interactivo de vigilancia de resultados de laboratorio, donde además puedes ver la actualización de vigilancia genómica del virus sars-cov-2 que realiza el isp

https://t.co/u9blc5sz5e https://t.co/ucqzgzpisb",2021-10-16 19:00:00 UTC,ispch
"@abuela_viajera sí, sí, lo hablamos hace poco. es una locura pero estoy segura de que obedece más a vagancia y a ""así estamos más tranquilos"" que a un miedo al virus. el problema es que esas cosas se instalen y las aceptemos.",2021-10-16 18:57:28 UTC,hater__skelter
"@aquahora1 @marimarher date cuenta si seran unos atorrantes, que en vez de ayudar a la humanidad,. crean pandemias, virus, burocracia, dificultades y drogas experimentales que son innecesarias.

desde la elite estan cagando a la humanidad.
tomando nuesto poder.

hay que despertar y darles su merecido.",2021-10-16 18:48:30 UTC,jgsp12071979
"@esteban88335528 @change569 es una pena lo de tu amigo..😞. 
me contagie el año pasado y estuve grave hospitalizado, no alcancé a estar entubado. gracias a dios a y que estaba en buen estado físico logre recuperarme. 
al final el doc me dijo, el virus siempre se lleva a las personas con sobrepeso.",2021-10-16 18:46:59 UTC,Taladron66
ahora yo me pongo a pensar; estos chinos hdmp creadores del virus se pusieron a hacer una serie en plena pandemia 🤦🏻‍♂️,2021-10-16 18:42:12 UTC,MiguelCarrizo10
"enfermedad boca-mano-pie: es una enfermedad producida por el virus 
cosackie a16.
• consiste en la aparición de granitos vesiculares 
en la boca y en la piel de las manos y los pies.
a veces también en rodillas y glúteos. produce 
dolor y dificultad para comer. https://t.co/vo52wq7mi6",2021-10-16 18:36:53 UTC,natho47
"@oscare1946 ése es el tema, condicionar la vida de toda la población, por los contagios que produce un virus de ""circulación comunitaria"", es irrisorio, obvio que siempre habrá.
ahí está el error de enfoque, la gravedad no pasa x los contagios, sinó por la letalidad.",2021-10-16 18:36:14 UTC,pochoPeroncho
"@nicnickinic vacunarte disminuye enormemente la posibilidad de que te enfermes, pero no de que portes el virus. juntarte con gente no vacunada los expone a ellos de contagiarse. no hacerlo es un acto de empatía",2021-10-16 18:27:10 UTC,UnArequipenoMas
"@fannyoli2009 @klibrado @gus_noriega también bajan los contagios porque una persona vacunada que se infecta y la pasa asintomática, elimina menos carga viral (no estornuda, no tose, no persiste tantos días), por ende baja el ratio de gente a la que puede contagiar.
es así con la mayoría de los virus, no sólo covid.",2021-10-16 18:19:03 UTC,aritoteli
"@caprichos_la @rosasor77152859 @oespinar1 @aso_liberum el humano no es capaz de crear naada . una rica puede tener todos tus elementos pero como se combinan y se sistetizan compuestos ves el ciclo de la vida. el humano puede acabar con la vida , no puede crearla. no digas un virus no vive , cierto , pero si pasa de un ser vivo a otro",2021-10-16 18:15:41 UTC,marina13bichera
@vivicanosaok cállate que invitas a la gente a contagiarse del virus en la primera parte del coronavirus vos le decías que toman dióxido de cloro y un chiquito lo tomo y se murió en neuquén no podés hablar,2021-10-16 18:08:45 UTC,adalbertolizau3
"@lassolcito2 la pandemia retrasa los planes !
que el otro año ya este más débil el virus",2021-10-16 18:08:20 UTC,AlexizBustaman3
@esteradela @avefenixmdqq mis conocidos en eeuu...dueños de empresas y mis socios no se las quieren poner. me dicen q suerte tenemos q la sinopharm es de virus inactivados y q la sputnik ellos no pueden tenerla. y acá los tontos gastan para ir a vacunarse con las porquerías americanas!!!,2021-10-16 18:06:11 UTC,Marysxxxxy
((on air)) || virus - amor descartable || sonando ahora en: https://t.co/mgj52njcbk,2021-10-16 18:01:01 UTC,radioscura
@fulana_denadie_ este maldito virus nos arruinó la vida,2021-10-16 17:56:08 UTC,laurachpok
"entendamos por favor 🙏. el virus sigue presente, no podemos relajarnos, los casos han ido al alza y por eso debemos ser rigurosos con el autocuidado para mantener lo que hemos ganado. vacúnate, respeta y cuídate, por ti y los tuyos. 😷 https://t.co/6vr5xychwz",2021-10-16 17:50:05 UTC,VivancoMarco
"#díanacionaldelapersonacondiscapacidad 👨🏻‍🦽👩‍🦯 | sigue cumpliendo las medidas de prevención contra la #covid19 para evitar la propagación del virus. 😷

✅ ¡protégete y protege a tu familia! 👨🏻‍⚕️✨ https://t.co/57kgxk9bjn",2021-10-16 17:32:00 UTC,Minsa_Peru
"jóvenes no se dejen manipular por  una ridícula e ignorante rectora comunista que cree que un virus circula por todas partes, especialmente en su cerebro y durante su vacunarock

creen que los universitarios son tarad@s o lo son?
¿qué dicen los sagasti lovers?
te arruinarán ❤️ https://t.co/co0oyy6qno",2021-10-16 17:19:17 UTC,OMPEIPERU
virus choto quería bresh con yesi 😭😭😭,2021-10-16 17:15:04 UTC,santiagojaimeok
"@juaninu20 @dr_otorongo_ lee y educate un poco muchacho
https://t.co/0rapqufokv
no hay que ser genio para saber que los virus pueden ser resistentes a las vacunas.
tenemos millones de evidencias con la vacuna de la gripe.
vale vacunarse si eres vulnerable y puedes morir.
yo esperare una vacuna con fase 4 https://t.co/ukru6xv38e",2021-10-16 17:09:35 UTC,ChalacoPorteno
"evil virus be like

disfrazado",2021-10-16 17:06:41 UTC,paazcastano
"@snak47seed @jarriaga agrego que en 2020 era team cuarentenas (y con razón, sin vacunas y poco conocimiento del virus). 2021 ha sido año de transición, 2022 es hora de ya ver hacia adelante y seguir cuidándose/vacunándose.",2021-10-16 17:04:40 UTC,FabioRiosM
"@vascoechaza1 no solo es el covid19 el flagelo de estos tiempos, también tendrían que investigar al virus que destruye el cerebro humano",2021-10-16 17:00:29 UTC,Tanostalgioso
"nos robaron vacunas, libertades, derechos, familiares.
no dejemos que nos roben la esperanza.
que no nos sigan inoculando el virus del miedo.  
es el apoyo del pueblo el que da el poder a las instituciones de un país. y ya saben que han perdido ese poder.
#14nhagamoshistoria",2021-10-16 16:59:54 UTC,MarNieveCampo
"@marioaguilera4 🤣🤣🤣🤣🤣"" no tenemos miedo"" 🤣🤣🤣🤣 les chantaron un supuesto virus y todo ese weonaje metido debajo del catre y ahora hasta vacunados 
la generacion z 🤣🤣🤣🤣🤣",2021-10-16 16:59:45 UTC,SalvadorPuccio
@buscadorlavdad @crossfit_alma @porunchiledigno @aurchile @verdad_virus @humanosporlave2 @vivachiletv @mxvchile @abogadosverdad tal cual 🤭,2021-10-16 16:59:38 UTC,Acuarian38
"@resistencia__21 no importa si es un virus, un asteroide o una bomba atómica, hay seres humanos que merecen la extinción.😣🤦‍♀️",2021-10-16 16:56:46 UTC,Sandramanya
"virus silvestre (ft. juan acosta) | emmanuel danann https://t.co/90x5whly5d a través de @youtube 
nananana, genial!",2021-10-16 16:40:11 UTC,La_vengadora
@solrizzo de chica yo tuve varias veces virus gastrointestinales. los pediatras no te aconsejaban cortar los vómitos. siempre te dicen q es importante mantenerlos hidratados.,2021-10-16 16:31:58 UTC,Annaaa1984
@buscadorlavdad @centrounidoxreg @porunchiledigno @aurchile @verdad_virus @humanosporlave2 @vivachiletv @mxvchile @abogadosverdad jajajajajajaja por eso nadie ve netflix conmigo 🤣,2021-10-16 16:27:58 UTC,tatiallemand
"@bancoestado @dbzchile falso @bancoestado , revisen su asunto porque acá tengo clientes pagando a cuenta rut y no pueden, ni puedo revisar pagos en dos navegadores actualizados sin virus.

revisen su mierdal.",2021-10-16 16:22:10 UTC,ElectricLight_8
"@sallelorier dr salle.
usted va a ser parlamemtario, pronto. 💫🇺🇾

cuando llegue al parlamento, si puede, solicite una desinfeccion general de ese recinto.

para prevenir la prevalecencia de parasitos, virus, plagas y alimañas extrañas de toda clase y pelaje.",2021-10-16 16:17:02 UTC,jgsp12071979
"danita anda repartiendo virus por discord, auxilio",2021-10-16 16:13:25 UTC,Pibe_burgues
@agencialavieja lo mejor es que te agarre el virus.. después te pones el líquido que quieras,2021-10-16 16:12:24 UTC,zeoex
"@tennischannel @bnpparibasopen @bnpparibas semifinales insólitas! un ""virus"" perdedor atacó a los top ten! 😵😜",2021-10-16 15:45:18 UTC,Rosario32524119
"el rock es un virus que jamás avalaría al estado y sus difusivos planes en inocular una porquería no aprobada x ninguna entidad seria. 
al contrario, el rock es joven, díscolo y en continua dispersión. https://t.co/zaprjxhvdo",2021-10-16 15:28:00 UTC,cArLoSeNrIQdIaZ
"desinfectemos chile de parasitos, ácaros, bacterias y virus zurdos. https://t.co/6iccdpj3de",2021-10-16 15:24:31 UTC,Info_War_Chile
"@ismaelestefane1 como no apoyar a las compañías de fármacos, inventen todos los virus que quieran mientras sigan haciendo lordex",2021-10-16 15:20:22 UTC,negrofrencia
@santosjorgeh uy q miedo!! payasos  ni fl virus está  aislado y secuenciado y te hablan de variantes.  mi prima está  covid + con síntomas levísimo. dejen de joder. el cáncer es más grave y a nadie le importa.,2021-10-16 15:15:20 UTC,Cecilia14114452
"@jorgebuckley21 corrupcion de alto pelaje resulto mas contagiosa que el virus y tan ""normalizada"".",2021-10-16 15:12:52 UTC,alfredomariscal
virus silvestre (ft. juan acosta) | emmanuel danann https://t.co/shnir7uj24 a través de @youtube,2021-10-16 15:03:51 UTC,ElChosi92
"@nicnickinic a mí sí me jode, debido a q ni 200 mil muertos hace entender a la gente q.mientras más vacunados se reduce el riesgo q.el.virus se reprodusca y mute. es una irresponsabilidad",2021-10-16 14:56:01 UTC,CamiloNole
"@buonoc @solimar_rojas por gente como uds mucho niño inocente va a pagar las consecuencias,hay adolescentes con miocarditis,y quién sabe de qué irán a sufrir en el futuro,investigue bien qué son las proteínas spike para que vea qué tiene ese compuesto que le inyectaron.
luego de este virus será otro.",2021-10-16 14:49:22 UTC,m_munck
"@buonoc @solimar_rojas deje de andar sembrando mentiras,el virus sigue vivo porque es un arma biológica sembrada por china.
no porque uno se niegue a inyectarse ese compuesto experimental que nadie sabe las consecuencias a largo plazo ni se hace responsable,si uno no se quiere vacunar no lo hace. punto",2021-10-16 14:47:53 UTC,m_munck
"@kebabistavegano @marsantevo @helion_1ero puede ser verdad ya que aprendieron la lección al implementar mal el jit suprimiendo los inventarios y les salió muy caro durante la pandemia, ahora tienen reservas por si en un futuro hay un nuevo brote de alguna variante del virus.",2021-10-16 14:43:18 UTC,bruno5200
"""los antivirus son un virus"", mejor momento de la clase de hoy",2021-10-16 14:42:41 UTC,alectrlsupr
se  nos viene el rebrote en 3 semanas más ... quienes son los responsables de este virus asesino ???,2021-10-16 14:41:41 UTC,MauricioRocco5
"💧🔬 concentración de sars-cov2 en aguas residuales de ptar la chira pasó a nivel alto. 

➡️ monitoreo epidemiológico realizado por el ministerio de vivienda detecta mayor presencia del virus en distritos de lima sur. https://t.co/xqoe3epf4h https://t.co/pm9qclgp4f",2021-10-16 14:38:52 UTC,viviendaperu
@fernandosp81 @oscarnu81137812 jajajajajajajajajajajajaajjajajjajajajajjj,2021-10-16 14:35:55 UTC,jose_virus
"mientras tanto, tenemos bares y boliches llenos de adultos porque si se paga ingresos brutos el virus deja de contagiar https://t.co/izbmjkrre5",2021-10-16 14:35:31 UTC,majo_navajasOK
@fernandosp81 @luissoria99 no puede !! no hace falta ser de migraciones,2021-10-16 14:35:30 UTC,jose_virus
@fernandosp81 jajajajajaja jajajajajajajajajajaa pon salsa a la media,2021-10-16 14:34:41 UTC,jose_virus
"@negromangueraa eso es producto de una de las secuelas del covid. 
""sindrome del ano inquieto"" .
cuanto daño ha causado ese virus amigo manguera.",2021-10-16 14:28:05 UTC,7beae05306094bb
"bordeando los 2000 casos diarios. 
cuídate, el virus sigue. vacúnate apenas puedas. aca sufriendo por #dosisderefuerzo, pero feliz, porque pude ponermela. https://t.co/ctw0qbpx77",2021-10-16 14:25:41 UTC,rozaario
el deis informó que en las últimas 24 horas fallecieron solo tres personas a causa del virus. https://t.co/dy6upva8mv,2021-10-16 14:24:17 UTC,el_dinamo
"un nuevo embarque de vacunas, proveniente de moscú con 500 mil dosis del segundo componente de sputnik v llegó para seguir completando los esquemas de vacunación contra la enfermedad que causa el virus sars-cov-2 

https://t.co/9oqzwkxk8d",2021-10-16 14:20:00 UTC,telefesantafe
"ministerio de salud reportó 1.774 nuevos casos de covid-19 en chile.

en las últimas 24 horas se registraron 3 fallecidos por causas asociadas al virus. el número total de fallecidos asciende a 37.597 en el país.

📸© agenciauno https://t.co/n47pzblldu",2021-10-16 14:18:37 UTC,agenciaunochile
te imaginas si con la vacuna nos inyectan un virus que cuando nos morimos nos hace revivir en forma de zombies tipo twd? jajajajaj,2021-10-16 14:14:50 UTC,_carolinadann
"@infobae ya la ""vacuna"" sirve para todo! para que el virus la saltee y genere variantes, para que los ""vacunados"" sean supercontagiadores, para combatir los síntomas del coronavirus (tendrán otros, es como la terapia del martillazo en el dedo para combatir el dolor de espalda)...un elixir",2021-10-16 14:14:20 UTC,lai_dama
"...se mueren mas de 1 millón de personas por un virus. entonces, ¿sirven las reformas, así en abstracto? a priori podríamos decir que no, pero nos podrían catalogar de negacionistas del progreso, y tendrían razón si no fraseamos bien: las reformas, en manos de los capitalistas...",2021-10-16 14:05:18 UTC,eltallodelnogal
"@exitosape jesús verde me bloqueo por decirle sobon a lucar, parece que el virus de franela también le llego a el, yo no tengo la culpa que su amo sea un lacayo de los rojos. triste cueva de sobones  la radio exchistosa. solo quedan skywalker y novoa como libres",2021-10-16 14:05:09 UTC,IvnHG666
"@lacmagiur la corrupción, la desidia se sigue cobrando vidas, estos tipos son más peligrosos q cualquier virus😔",2021-10-16 14:01:40 UTC,norina67
nunca me partió tanto el alma que verlos a mi amiga y su pareja encerrados los dos!! virus de mierda 😭,2021-10-16 14:00:52 UTC,BeeeliGonzalez
"@fuenteszuniga1 @piacostar eso de mutar  puede ocurrir con cualquier virus. la influenza por ejemplo 

la posibilidad de enfermar gravemente es menor en comparación con el contagiarse.",2021-10-16 14:00:11 UTC,JuanRibeyromano
@brattiguille11 @cingolani_oscar y pfizer con sus 2 dosis también.. es normal que haya que reforzar cuando tenes tanta gente no vacunada que propaga el virus a vacunados y no vacunados.,2021-10-16 13:58:18 UTC,gjarg2016
la verdad es que no se porque hay que explicar lo obvio.creo que hay virus que comen neuronas grises y aun no lo han detectado https://t.co/fdaowuljga,2021-10-16 13:55:53 UTC,michelac24
"@achahuasoncco @piacostar la persona que usa mascarillas , protector facial,   traje de bioseguridad, se inocula todas las dosis ¿no está protegida  frente al virus? 

contagiar no es lo mismo q enfermar de gravedad o morir",2021-10-16 13:51:35 UTC,JuanRibeyromano
@vivicanosaok basta de barbijos en las escuelas restaurantes y bares sin barbijo boliches sin  barbijo todos los panelista de la tv sin barbijo adentro de las casas sin barbijo reuniones sin barbijo y a los niños los torturan inhalando dioxido de carbono basta mas virus genera que esto sea tt https://t.co/ipjtte1atz,2021-10-16 13:49:23 UTC,Yimi80
"@babyetchec0par antes de hablar sobre las disposiciones del gobierno uruguayo respecto a vacunación de turistas extranjeros sepa ud. que el motivo principal de esta disposición es para proteger la salud del pueblo, que no se cuele un virus. de rebote le sirve al turismo.responder",2021-10-16 13:40:31 UTC,PedroPeradotto
"""del foro económico mundial:

 covid-19 es un virus con gran valor (restablecer). puede ayudar a generar 'cimientos completamente nuevos para nuestros sistemas económicos y sociales'.

 la pandemia ya no se trata de salud pública"". https://t.co/uhi0fv4qfe",2021-10-16 13:40:30 UTC,drsaturno22
"@richardarceperu @peru21noticias @vladimir_cerron dr @richardarceperu  tengo mis deudas sobre   la separación del corrupto de @vladimir_cerron  a estar vigilantes y no bajar la guardia,el presidente de perú libre es peor que el virus de la covid-19.",2021-10-16 13:40:25 UTC,JuanIgnacio_24_
"@xiobunnie @piacostar ningún organismo es inmune a todas las variantes existentes del nuevo coronavirus.

un no vacunado que se ha infectado es una bomba biológica emanando gran cantidad de virus de sus cuerpos.",2021-10-16 13:38:58 UTC,achahuasoncco
"@dr_otorongo_ quien le explica a este imbécil que los vacunados contagian igual y que los vacunados que se contagian pueden generar nuevas cepas mas resistentes al virus.
¿deberían de encerrar a los vacunados? así evitamos la propagación de nuevas cepas. 
https://t.co/0rapqufokv https://t.co/3uyx0fkpao",2021-10-16 13:37:37 UTC,ChalacoPorteno
"@juanribeyromano @piacostar si te infectas tu cuerpo va a estar emanando gran cantidad de virus hacia el exterior por cerca de 2 semanas.

la carga viral es factor clave en los contagios, permaneciendo en un lugar sin ventilación lo puedes cargar con gran cantidad de virus.",2021-10-16 13:36:33 UTC,achahuasoncco
"@lasalitadelsin jajaja. tal cual, es el virus golpista que mutó de la forma keikoporkysta a esto.",2021-10-16 13:27:21 UTC,Hernando_MR
"hoy se juega el #clásicodelsur entre #lanús 🇱🇻 y #banfield 🇳🇬. en este día especial, el recuerdo de aquellos que ya no están, y que este virus nos quitó, pero que nos acompañarán por siempre, alentando desde la última bandeja... ❤️🙏🏻 https://t.co/gfvgirxzbj",2021-10-16 13:25:48 UTC,RamaSperanza
que nos contagie el virus de sembrar buena intención.,2021-10-16 13:16:55 UTC,calitoluna
"""mientras haya más gente protegida el virus circula menos. en ese sentido, nuestro escenario es más favorable que el del año pasado”, dice ricardo rabagliati, académico del departamento de enfermedades infecciosas #uc en artículo de @elmercurio_cl.
 
▶️https://t.co/5n0u6j02dl https://t.co/yejxjfvah8",2021-10-16 13:11:51 UTC,ucatolica
"@alferdez quizás nunca veas esto, pero él insistió con qué te la muestre. él es dante, perdió a su abuela producto del virus que nos golpea a nivel mundial, ayer le tocó vacunarse y en medio de mucha emoción y lágrimas, con sentimientos encontrados pudo sonreír. falta menos. 💙 https://t.co/i2wmyd9fo2",2021-10-16 13:06:31 UTC,solcitogiordano
"china comunista es la peor tiene un dominio tremendo,con su gente sabrán todo de nosotros es muy peligroso pero..es un poderío manipulador desde que tiró el virus hasta vende el supuesto remedio.lamentable muchos no creen pero esto está escrito..",2021-10-16 13:06:20 UTC,ana_ana145814
"@xsergei chinos del orto con el fakin virus, que les caiga un meteorito",2021-10-16 13:04:26 UTC,JokerCarlosDan1
"¡¡muy buenos días!! 

en este sábado 16 de octubre compartimos con ustedes la portada para hoy de nuestro diario la prensa. 

al virus le ganamos todos
#yomevacuno 
#regióndelmaule #curico #talca #linares #cauquenes https://t.co/leeoc8mt1l",2021-10-16 12:59:19 UTC,laprensacurico
"@juanrod05935224 esta vacuna está diseñada en base a virus inactivado, tecnología muy segura y muy conocida. no lo dude, vacune a sus hijos. la polémica surgió cuando el ministerio de salud fue reticente en mostrar a los pediatras datos científicos. es lo que hay, vacuna buena y vanidades.",2021-10-16 12:57:51 UTC,Domenico_Aurus
el ministerio apretando el uso de un trapo absolutamente inútil para detener un virus con un comunicado disfrazado de afloje de medidas. https://t.co/2teexev2qt,2021-10-16 12:54:18 UTC,PedroArostegui
"#sepu #alerta buen día a todos, estuve con covid el año pasado, estuve 42 días desaparecido de este mundo, perdí familiares a causa de este virus, mientras a la gente que se niega a vacunar no lo viva en carne propia con sus consecuencias, será imposible convencer.",2021-10-16 12:53:39 UTC,amorporcocinar
"𝗜𝗡𝗧𝗘𝗥𝗡𝗔𝗖𝗜𝗢𝗡𝗔𝗟 🌎✈️

(bloomberg) la administración de aviación civil de china ordenó a cinco aerolíneas nacionales y extranjeras suspender algunos vuelos a partir del lunes después de que se encontraron múltiples casos de coronavirus a bordo
https://t.co/cmkml3urwh",2021-10-16 12:52:25 UTC,elindepepy
lo mínimo si quieren q la gente se encierre por dos horas a respirar los virus de los demás 🙄🙄🙄 https://t.co/cbvhgqfqyr,2021-10-16 12:48:36 UTC,luisescarreola
"@dani_ojeda4 hi tenes alto virus o no sé que poronga me mandas, t escribo por acá porque creo que tampoco t llegan los msj https://t.co/sy4cytn2h3",2021-10-16 12:42:30 UTC,soofigulp
"""los bacteriófagos son los virus más abundantes del planeta. su abundancia estimada en la tierra es de 10^31. son la conexión entre el mundo biótico y el mundo abiótico. controlan las poblaciones de bacterias e insertan información genética en ellas para dotarlas.."", @biologosv https://t.co/y3oz3bilz9",2021-10-16 12:35:18 UTC,ppkiyan1
@mazzamazzarello basta de barbijos en las escuelas restaurantes y bares sin barbijo boliches sin  barbijo todos los panelista de la tv sin barbijo adentro de las casas sin barbijo reuniones sin barbijo y a los niños los torturan inhalando dioxido de carbono basta mas virus genera que esto sea tt https://t.co/l5vgbelzz4,2021-10-16 12:24:50 UTC,Yimi80
una tremenda estupidez. esto pasa en mi país. sigo preguntandome ¿el virus se debilita en un vacunado? será por eso que quieren obligarnos a los no vacunados. pues no voy al cine jejeje el sector informal y la piratería es mayoría por acá. películas 3x 5 listo 😁🤷 https://t.co/emzqlednmm,2021-10-16 12:09:34 UTC,jhosebenza
"@gueryjavier20 @danielolortiga @canaln_ @minsa_peru la misma pregunta me hago. ¿cómo un no vacunado pone en peligro a un vacunado? ¿acaso será que el virus entra en el vacunado, y luego el virus se debilita y sale del vacunado debilitado? otro planteamiento no habría. apuesto que ni si quiera se han puesto a pensar eso los vacuna",2021-10-16 12:04:48 UTC,jhosebenza
@kicillofok @prossioficial basta de barbijos en las escuelas restaurantes y bares sin barbijo boliches sin  barbijo todos los panelista de la tv sin barbijo adentro de las casas sin barbijo reuniones sin barbijo y a los niños los torturan inhalando dioxido de carbono basta genera mas virus. https://t.co/sz3nni1qen,2021-10-16 12:04:05 UTC,Yimi80
"@biobio macabro, el virus es chino, las vacunas chinas , y el pasaporte  o sea nuestros datos también ??
#atreveteconkast https://t.co/ozbkmmisq5",2021-10-16 12:00:17 UTC,Ruby_er2908
"@mechidelcarril pero si la vacuna no evita contagios (los reduce) por qué si tu familiar se contagia es culpa del no vacunado y eximis al vacunado? no tiene sentido buscar ""culpables"". nadie quiere o busca contagiar. todos queremos vivir y q no nos mate el virus, x eso nos vacunamos",2021-10-16 12:00:15 UTC,zanoni
"@canaln_ jajaja sigo preguntandome la estupidez impuesta. supuestamente las vacunas no evita el contagio, solo evita en teoría que se mueran de covid? ¿cuál es la necesidad de querer que todo mundo se vacune? ¿a caso el virus se debilita en un vacunado? 🧐",2021-10-16 11:57:16 UTC,jhosebenza
@mayer__ pero si ese es el coto de seguir con nuestras vidas y seguir sanos hay q hacerlo!!! este virus vino a quedarse hay q aprender a convivir con él y sin duda lo más importante tenerlo controlado!!! mi humilde opinión,2021-10-16 11:49:51 UTC,alex_espinozam
"@drclaudiosalud están manejando todo mal. a partir de la semana próxima , no será necesario hacer tríage en los comercios y si vas a hacer actividad física en un gimnasio , tampoco será obligatorio hacer actividad física. con estas medidas estamos invitando al virus a una fiesta.",2021-10-16 11:49:16 UTC,PILI0523
"@sergioonocko si fuera vacunación antiaftosa y el plan es erradicar el virus, estaría bien.
con este circo que armó la oms es todo un desastre político.",2021-10-16 11:49:14 UTC,lastolderias
"@ernestorr buen dia, una pregunta: los países con esquemas de vacunación alcanzados a partir del uso de vacunas aprobadas de diferentes mecanismos de acción han tenido menor impacto frente a las variantes del virus que aquellos que solo usaron las de arnm?",2021-10-16 11:41:20 UTC,WolfVishniac
"@sdq1968 @myriambregman las vacunas ya se aplicaron a miles de millones de personas (por ej sinopharm a más de 500 millones de chicos en china)... hace meses... son súper seguras, sobre todo a virus inactivado... no entiendo cual es el miedo/desconfianza... por q piensan que bajó la curva de casos?",2021-10-16 11:38:20 UTC,siulosej
"#buenanoticia en la lucha contra el #covid19 , uso de pastillas, píldoras para el tratamiento de dicho virus https://t.co/ymfkt9xam4",2021-10-16 11:35:17 UTC,CesarVilchez
"@atilo @paulagarcia3
 están fallando en el mensaje‼️
hay que vacunarse, si‼️
pero muy importante es que hay que evitar contagiarse‼️
hay que seguir cuidandose para que el virus no siga mutando y se deban que seguir creando nuevas vacunas‼️ 🤬 https://t.co/27uaaed1er",2021-10-16 11:24:35 UTC,AlertaFlores
